Story Date,Story URL,Headline,Claim URL,Claimed By,What (Claim),About Subject,About Person,Language,Image
20th Apr 2023,https://www.vishvasnews.com/viral/fact-check-malayalam-actress-anicka-vikhraman-images-viral-with-false-communal-angle/,Fact Check: मलयालम अभिनेत्री अनिका की तस्‍वीरें मनगढ़ंत दावे के साथ सांप्रदायिक रंग देकर वायरल,https://www.facebook.com/PushpendraKulshresth/posts/pfbid0eS8Ah8fLFdEMR6XRe1pwNvSRNSosJn7qiP793w2UZb4sCmJrwwXKkFm2JinxueT4l,FB User- Pushpendra Kulshresth Fans,अंगिकता विजय नाम की हिन्दू लड़की को मुस्लिम युवक से प्‍यार हो गया। बाद में युवक ने युवती की बुरी तरह पिटाई की।,Kerala,NA,Hindi,
2nd Aug 2023,https://www.vishvasnews.com/viral/fact-check-man-freeze-in-kazakasthan-mall-viral-with-false-claim/,"Fact Check: मॉल में खड़े व्यक्ति की मौत का दावा गलत, अस्पताल में जाकर हो गया था ठीक",https://www.facebook.com/alam.sania/posts/pfbid0238GqUhcA436qzpFBpPmdEaAbhNNDEwcpXhWKhPPNPyF6TRWYzAfTUdMvKLAYkg99l,FB User- अलम अंसारी,एक शख्‍स की बाजार में खड़े-खड़े मौत हो गई और न तो वह जमीन पर गिरा और न ही उसका शॉपिंग बैग नीचे गिरा।,Man Dead,-------------,Hindi,
2nd Aug 2023,https://www.vishvasnews.com/viral/fact-check-man-freeze-in-kazakasthan-mall-viral-with-false-claim/,"Fact Check: मॉल में खड़े व्यक्ति की मौत का दावा गलत, अस्पताल में जाकर हो गया था ठीक",https://www.facebook.com/alam.sania/posts/pfbid0238GqUhcA436qzpFBpPmdEaAbhNNDEwcpXhWKhPPNPyF6TRWYzAfTUdMvKLAYkg99l,FB User- अलम अंसारी,एक शख्‍स की बाजार में खड़े-खड़े मौत हो गई और न तो वह जमीन पर गिरा और न ही उसका शॉपिंग बैग नीचे गिरा।,Man Dead,No,Hindi,
18th Apr 2023,https://www.vishvasnews.com/viral/fact-check-mango-and-cold-drink-cocktail-can-not-cause-death/,Fact Check: आम खाने के बाद कोल्‍ड ड्रिंक पीने से मौत की फर्जी पोस्‍ट फिर से वायरल,https://www.facebook.com/kusumshreemedicose/posts/1784180911983347,FB User- कुसुमश्री मेडिकोज राउ,"चंडीगढ़ घूमने गए कुछ यात्रियों ने आम खाने के तुरंत बाद कोल्‍ड ड्रिंक पी ली, जिसके बाद वे बेहोश हो गए और अस्‍पताल में उनकी मौत हो गई।",Mango and Cold Drink cocktail,NA,Hindi,
18th Apr 2023,https://www.vishvasnews.com/viral/fact-check-mango-and-cold-drink-cocktail-can-not-cause-death/,Fact Check: आम खाने के बाद कोल्‍ड ड्रिंक पीने से मौत की फर्जी पोस्‍ट फिर से वायरल,https://www.facebook.com/kusumshreemedicose/posts/1784180911983347,FB User- कुसुमश्री मेडिकोज राउ,"चंडीगढ़ घूमने गए कुछ यात्रियों ने आम खाने के तुरंत बाद कोल्‍ड ड्रिंक पी ली, जिसके बाद वे बेहोश हो गए और अस्‍पताल में उनकी मौत हो गई।",Mango and Cold Drink cocktail,NA,Hindi,
24th Jul 2023,https://www.vishvasnews.com/viral/fact-check-manipur-bjp-leader-chidanand-singh-image-viral-with-false-claim-of-viral-video-accused/,Fact Check: मणिपुर के भाजपा नेता और उनके बेटे की तस्‍वीर को वायरल वीडियो वाले आरोपियों का बताकर किया जा रहा शेयर,https://twitter.com/HashimSalam16/status/1683118020606976001,Twitter User- Hashim Salam,तस्‍वीर में दिख रहे शख्‍स वायरल वीडियो वाले मामले के आरोपी हैं।,Manipur Viral Video,Chidanand Singh,Hindi,
24th Jul 2023,https://www.vishvasnews.com/viral/fact-check-manipur-bjp-leader-chidanand-singh-image-viral-with-false-claim-of-viral-video-accused/,Fact Check: मणिपुर के भाजपा नेता और उनके बेटे की तस्‍वीर को वायरल वीडियो वाले आरोपियों का बताकर किया जा रहा शेयर,https://twitter.com/HashimSalam16/status/1683118020606976001,Twitter User- Hashim Salam,तस्‍वीर में दिख रहे शख्‍स वायरल वीडियो वाले मामले के आरोपी हैं।,Manipur Viral Video,RSS,Hindi,
30th Jun 2023,https://www.vishvasnews.com/viral/fact-check-meerut-namaz-on-raod-is-old-not-from-bakrid-2023/,Fact Check: बकरीद पर मेरठ में सड़क पर नमाज पढ़ने के दावे से पुराना वीडियो वायरल,https://twitter.com/gauravstvnews/status/1673924238825377793,FB User- Gaurav Mishra,मेरठ में बकरीद पर सड़क पर नमाज पढ़ी गई है।,Bakrid Namaz in Meerut,Yogi Adityanath,Hindi,
30th Jun 2023,https://www.vishvasnews.com/viral/fact-check-meerut-namaz-on-raod-is-old-not-from-bakrid-2023/,Fact Check: बकरीद पर मेरठ में सड़क पर नमाज पढ़ने के दावे से पुराना वीडियो वायरल,https://twitter.com/gauravstvnews/status/1673924238825377793,FB User- Gaurav Mishra,मेरठ में बकरीद पर सड़क पर नमाज पढ़ी गई है।,Bakrid Namaz in Meerut,NA,Hindi,
6th Sep 2023,https://www.vishvasnews.com/viral/fact-check-meerut-neeraj-chopra-statue-javeline-stolen-post-is-rumour/,"Fact Check : मेरठ में नीरज चोपड़ा की प्रतिमा से भाला चोरी नहीं हुआ, पुलिस ने बताया अफवाह",https://twitter.com/imayankindian/status/1698967795877425496,X User- iMayankofficial,विश्व चैंपियन नीरज चोपड़ा के स्टैच्यू का भाला चोरी हो गया है।,javeline stolen in meerut,Neeraj Chopra,Hindi,
6th Sep 2023,https://www.vishvasnews.com/viral/fact-check-meerut-neeraj-chopra-statue-javeline-stolen-post-is-rumour/,"Fact Check : मेरठ में नीरज चोपड़ा की प्रतिमा से भाला चोरी नहीं हुआ, पुलिस ने बताया अफवाह",https://twitter.com/imayankindian/status/1698967795877425496,X User- iMayankofficial,विश्व चैंपियन नीरज चोपड़ा के स्टैच्यू का भाला चोरी हो गया है।,Meerut Police,Neeraj Chopra,Hindi,
4th Sep 2023,https://www.vishvasnews.com/viral/fact-check-misleading-claim-viral-about-2020-incident-in-tamil-nadu-village-where-only-streetlights-were-turned-off-to-protect-bird-nests/,Fact Check : 2020 में तमिलनाडु के गांव में हुई घटना को भ्रामक दावे के साथ किया जा रहा है वायरल,https://www.facebook.com/photo/?fbid=7002544066444704&set=a.1307831439249357,FB page 'Old hindi song -प्यार के गीत एवम् तबला वादन',तमिलनाडु के एक गांव में एक चिड़िया के घोसले में रखे बच्चों को बचाने के लिए पूरे गांव ने 35 दिनों तक बिजली बंद रखी,Emotional story,फेसबुक पेज ‘Old hindi song -प्यार के गीत एवम् तबला वादन,Hindi,
16th Oct 2023,https://www.vishvasnews.com/viral/fact-check-mohammad-siraj-did-not-dedicate-team-indias-victory-to-israel-viral-post-has-been-made-from-a-parody-account/,"Fact Check: मोहम्मद सिराज ने टीम इंडिया की जीत को नहीं किया इजरायल को समर्पित, पैरोडी अकाउंट से किया गया है वायरल पोस्ट",https://www.facebook.com/permalink.php?story_fbid=pfbid02E5GJ466mbJnjj7c2tLZTP1CseYbRCKpUraTHvMeCm4uVdtwAp7JjBkHoSq2SGShrl&id=100050246058362,फेसबुक यूजर- उतिष्ठ भारत,मोहम्मद सिराज ने भारत की पाकिस्तान पर जीत को इजरायल को समर्पित किया है।,WorldCup,Mohammed Siraj,Hindi,
24th Jul 2023,https://www.vishvasnews.com/viral/fact-check-mukesh-ambani-did-not-go-to-bageshwar-dham-with-family-edited-video-going-viral/,"Fact Check : मुकेश अंबानी परिवार के साथ नहीं गए बागेश्वर धाम, एडिटेड वीडियो हो रहा वायरल",https://www.facebook.com/100087442550494/videos/1226983264630633,फेसबुक यूजर - JSB Gaming,बागेश्वर धाम पहुंचे मुकेश अंबानी।,Bageshwar Dham,Mukesh Ambani,Hindi,
19th Apr 2023,https://www.vishvasnews.com/viral/fact-check-mukesh-khanna-did-not-tweet-about-ram-mandir-and-shirdi-sai-viral-screenshot-is-fake/,"Fact Check: मुकेश खन्ना ने राम मंदिर और शिरडी साईं को लेकर नहीं किया ये ट्वीट, वायरल स्क्रीनशॉट फर्जी",https://www.facebook.com/photo?fbid=749238866861872&set=gm.1585582701947629&idorvanity=816099528895954,फेसबुक यूजर ‘मिलिंद दीक्षित‘,मुकेश खन्ना ने ट्वीट किया कि शिरडी साईं ट्रस्ट ने राम मंदिर के निर्माण के लिए पैसे देने से इनकार कर दिया है,Ram Mandir,Mukesh Khanna,Hindi,
